n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
26,7,19,7,4,15,0,1.0,0.21052631578947367,0.6052631578947368,0.2588158533262875,0.4230769230769231,0.3181818181818182,1.0,2601
19,10,9,9,2,7,1,0.9,0.2222222222222222,0.5611111111111111,0.16735967034880075,0.5789473684210527,0.5625,0.6666666666666666,2602
47,11,36,10,8,28,1,0.9090909090909091,0.2222222222222222,0.5656565656565656,0.14130017432397202,0.3829787234042553,0.2631578947368421,0.8888888888888888,2603
24,8,16,8,2,14,0,1.0,0.125,0.5625,0.21320071635561041,0.4166666666666667,0.36363636363636365,1.0,2604
35,9,26,6,2,24,3,0.6666666666666666,0.07692307692307693,0.3717948717948718,-0.32025630761017426,0.22857142857142856,0.2,0.4,2605
25,10,15,8,2,13,2,0.8,0.13333333333333333,0.4666666666666667,-0.0890870806374748,0.4,0.38095238095238093,0.5,2606
27,9,18,8,0,18,1,0.8888888888888888,0.0,0.4444444444444444,-0.2773500981126146,0.2962962962962963,0.3076923076923077,0.0,2607
35,8,27,8,4,23,0,1.0,0.14814814814814814,0.5740740740740741,0.19552948669513773,0.34285714285714286,0.25806451612903225,1.0,2608
11,4,7,4,0,7,0,1.0,0.0,0.5,,0.36363636363636365,0.36363636363636365,,2609
22,4,18,3,2,16,1,0.75,0.1111111111111111,0.4305555555555556,-0.15609763526361567,0.22727272727272727,0.15789473684210525,0.6666666666666666,2610
36,10,26,9,4,22,1,0.9,0.15384615384615385,0.5269230769230769,0.06973896739414051,0.3611111111111111,0.2903225806451613,0.8,2611
44,9,35,8,4,31,1,0.8888888888888888,0.11428571428571428,0.5015873015873016,0.004034850217792016,0.2727272727272727,0.20512820512820512,0.8,2612
16,6,10,6,0,10,0,1.0,0.0,0.5,,0.375,0.375,,2613
12,6,6,5,0,6,1,0.8333333333333334,0.0,0.4166666666666667,-0.30151134457776363,0.4166666666666667,0.45454545454545453,0.0,2614
27,10,17,9,0,17,1,0.9,0.0,0.45,-0.2557041559783794,0.3333333333333333,0.34615384615384615,0.0,2615
31,10,21,9,2,19,1,0.9,0.09523809523809523,0.4976190476190476,-0.007529232524210427,0.3548387096774194,0.32142857142857145,0.6666666666666666,2616
25,9,16,7,2,14,2,0.7777777777777778,0.125,0.4513888888888889,-0.1272937693043289,0.36,0.3333333333333333,0.5,2617
32,9,23,9,4,19,0,1.0,0.17391304347826086,0.5869565217391304,0.2364331218717302,0.40625,0.32142857142857145,1.0,2618
23,6,17,4,2,15,2,0.6666666666666666,0.11764705882352941,0.39215686274509803,-0.24987096773334005,0.2608695652173913,0.21052631578947367,0.5,2619
20,12,8,12,2,6,0,1.0,0.25,0.625,0.408248290463863,0.7,0.6666666666666666,1.0,2620
25,9,16,6,0,16,3,0.6666666666666666,0.0,0.3333333333333333,-0.4923659639173309,0.24,0.2727272727272727,0.0,2621
20,6,14,4,2,12,2,0.6666666666666666,0.14285714285714285,0.40476190476190477,-0.2182178902359924,0.3,0.25,0.5,2622
17,8,9,7,0,9,1,0.875,0.0,0.4375,-0.26516504294495535,0.4117647058823529,0.4375,0.0,2623
24,10,14,8,0,14,2,0.8,0.0,0.4,-0.3567530340063379,0.3333333333333333,0.36363636363636365,0.0,2624
26,8,18,6,2,16,2,0.75,0.1111111111111111,0.4305555555555556,-0.17766726362967536,0.3076923076923077,0.2727272727272727,0.5,2625
23,8,15,5,0,15,3,0.625,0.0,0.3125,-0.5303300858899106,0.21739130434782608,0.25,0.0,2626
32,10,22,8,2,20,2,0.8,0.09090909090909091,0.4454545454545455,-0.15289415743128767,0.3125,0.2857142857142857,0.5,2627
34,9,25,9,4,21,0,1.0,0.16,0.58,0.21908902300206645,0.38235294117647056,0.3,1.0,2628
35,12,23,11,2,21,1,0.9166666666666666,0.08695652173913043,0.5018115942028986,0.006143414839787381,0.37142857142857144,0.34375,0.6666666666666666,2629
31,9,22,9,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.24618298195866548,0.41935483870967744,0.3333333333333333,1.0,2630
26,7,19,6,2,17,1,0.8571428571428571,0.10526315789473684,0.48120300751879697,-0.052193886700168265,0.3076923076923077,0.2608695652173913,0.6666666666666666,2631
27,10,17,10,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21693045781865616,0.4444444444444444,0.4,1.0,2632
29,11,18,10,0,18,1,0.9090909090909091,0.0,0.45454545454545453,-0.24174688920761409,0.3448275862068966,0.35714285714285715,0.0,2633
27,7,20,5,4,16,2,0.7142857142857143,0.2,0.4571428571428572,-0.09035079029052513,0.3333333333333333,0.23809523809523808,0.6666666666666666,2634
27,9,18,9,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.2,0.4074074074074074,0.36,1.0,2635
38,11,27,10,2,25,1,0.9090909090909091,0.07407407407407407,0.49158249158249157,-0.028313732857645865,0.3157894736842105,0.2857142857142857,0.6666666666666666,2636
17,5,12,4,0,12,1,0.8,0.0,0.4,-0.3872983346207417,0.23529411764705882,0.25,0.0,2637
19,8,11,7,2,9,1,0.875,0.18181818181818182,0.5284090909090909,0.07693218186208295,0.47368421052631576,0.4375,0.6666666666666666,2638
31,11,20,10,2,18,1,0.9090909090909091,0.1,0.5045454545454545,0.014712247158412491,0.3870967741935484,0.35714285714285715,0.6666666666666666,2639
29,9,20,8,2,18,1,0.8888888888888888,0.1,0.4944444444444444,-0.016878989451394443,0.3448275862068966,0.3076923076923077,0.6666666666666666,2640
18,7,11,6,0,11,1,0.8571428571428571,0.0,0.42857142857142855,-0.30403449605253013,0.3333333333333333,0.35294117647058826,0.0,2641
19,8,11,7,0,11,1,0.875,0.0,0.4375,-0.2763853991962833,0.3684210526315789,0.3888888888888889,0.0,2642
21,6,15,5,0,15,1,0.8333333333333334,0.0,0.4166666666666667,-0.35355339059327373,0.23809523809523808,0.25,0.0,2643
42,6,36,6,4,32,0,1.0,0.1111111111111111,0.5555555555555556,0.13245323570650439,0.23809523809523808,0.15789473684210525,1.0,2644
26,8,18,7,2,16,1,0.875,0.1111111111111111,0.4930555555555556,-0.020064308847628203,0.34615384615384615,0.30434782608695654,0.6666666666666666,2645
44,13,31,13,4,27,0,1.0,0.12903225806451613,0.564516129032258,0.20478155158843714,0.38636363636363635,0.325,1.0,2646
34,9,25,6,4,21,3,0.6666666666666666,0.16,0.41333333333333333,-0.18912217153786007,0.29411764705882354,0.2222222222222222,0.5714285714285714,2647
34,12,22,11,4,18,1,0.9166666666666666,0.18181818181818182,0.5492424242424242,0.13288849514578288,0.4411764705882353,0.3793103448275862,0.8,2648
34,10,24,9,2,22,1,0.9,0.08333333333333333,0.4916666666666667,-0.026773977630083295,0.3235294117647059,0.2903225806451613,0.6666666666666666,2649
29,11,18,10,2,16,1,0.9090909090909091,0.1111111111111111,0.51010101010101,0.032186969972351175,0.41379310344827586,0.38461538461538464,0.6666666666666666,2650
26,5,21,3,4,17,2,0.6,0.19047619047619047,0.3952380952380952,-0.19599157740244455,0.2692307692307692,0.15,0.6666666666666666,2651
23,6,17,6,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.18333969940564226,0.34782608695652173,0.2857142857142857,1.0,2652
51,10,41,9,8,33,1,0.9,0.1951219512195122,0.5475609756097561,0.09906649065282938,0.3333333333333333,0.21428571428571427,0.8888888888888888,2653
44,8,36,8,4,32,0,1.0,0.1111111111111111,0.5555555555555556,0.14907119849998599,0.2727272727272727,0.2,1.0,2654
32,9,23,7,2,21,2,0.7777777777777778,0.08695652173913043,0.43236714975845414,-0.18389242812245682,0.28125,0.25,0.5,2655
39,9,30,6,6,24,3,0.6666666666666666,0.2,0.43333333333333335,-0.13333333333333333,0.3076923076923077,0.2,0.6666666666666666,2656
28,12,16,11,0,16,1,0.9166666666666666,0.0,0.4583333333333333,-0.2222222222222222,0.39285714285714285,0.4074074074074074,0.0,2657
28,9,19,7,0,19,2,0.7777777777777778,0.0,0.3888888888888889,-0.40298034988465925,0.25,0.2692307692307692,0.0,2658
19,10,9,7,0,9,3,0.7,0.0,0.35,-0.4107919181288746,0.3684210526315789,0.4375,0.0,2659
32,7,25,7,2,23,0,1.0,0.08,0.54,0.13662601021279464,0.28125,0.23333333333333334,1.0,2660
34,7,27,7,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.1272937693043289,0.2647058823529412,0.21875,1.0,2661
12,7,5,7,0,5,0,1.0,0.0,0.5,,0.5833333333333334,0.5833333333333334,,2662
34,10,24,10,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.1613743060919757,0.35294117647058826,0.3125,1.0,2663
42,11,31,8,4,27,3,0.7272727272727273,0.12903225806451613,0.4281524926686217,-0.16952581789376897,0.2857142857142857,0.22857142857142856,0.5714285714285714,2664
32,8,24,5,2,22,3,0.625,0.08333333333333333,0.3541666666666667,-0.3478327964999673,0.21875,0.18518518518518517,0.4,2665
32,10,22,10,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.17407765595569785,0.375,0.3333333333333333,1.0,2666
46,9,37,9,4,33,0,1.0,0.10810810810810811,0.5540540540540541,0.1522038868295523,0.2826086956521739,0.21428571428571427,1.0,2667
22,9,13,6,0,13,3,0.6666666666666666,0.0,0.3333333333333333,-0.47756693294091923,0.2727272727272727,0.3157894736842105,0.0,2668
42,11,31,10,2,29,1,0.9090909090909091,0.06451612903225806,0.4868035190615836,-0.045058049632440256,0.2857142857142857,0.2564102564102564,0.6666666666666666,2669
34,9,25,9,4,21,0,1.0,0.16,0.58,0.21908902300206645,0.38235294117647056,0.3,1.0,2670
15,6,9,6,0,9,0,1.0,0.0,0.5,,0.4,0.4,,2671
23,7,16,5,0,16,2,0.7142857142857143,0.0,0.35714285714285715,-0.46656947481584343,0.21739130434782608,0.23809523809523808,0.0,2672
22,10,12,10,0,12,0,1.0,0.0,0.5,,0.45454545454545453,0.45454545454545453,,2673
38,11,27,11,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.15044515564140667,0.34210526315789475,0.3055555555555556,1.0,2674
17,10,7,9,0,7,1,0.9,0.0,0.45,-0.2091650066335189,0.5294117647058824,0.5625,0.0,2675
44,8,36,6,4,32,2,0.75,0.1111111111111111,0.4305555555555556,-0.15609763526361567,0.22727272727272727,0.15789473684210525,0.6666666666666666,2676
27,9,18,8,2,16,1,0.8888888888888888,0.1111111111111111,0.5,0.0,0.37037037037037035,0.3333333333333333,0.6666666666666666,2677
43,9,34,8,2,32,1,0.8888888888888888,0.058823529411764705,0.4738562091503268,-0.08349657214468659,0.23255813953488372,0.2,0.6666666666666666,2678
33,8,25,8,0,25,0,1.0,0.0,0.5,,0.24242424242424243,0.24242424242424243,,2679
32,8,24,8,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.14907119849998599,0.3125,0.26666666666666666,1.0,2680
26,8,18,5,2,16,3,0.625,0.1111111111111111,0.3680555555555556,-0.30903502310036884,0.2692307692307692,0.23809523809523808,0.4,2681
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,2682
28,10,18,7,2,16,3,0.7,0.1111111111111111,0.40555555555555556,-0.2363163359313514,0.32142857142857145,0.30434782608695654,0.4,2683
43,9,34,9,6,28,0,1.0,0.17647058823529413,0.5882352941176471,0.2071841649822589,0.3488372093023256,0.24324324324324326,1.0,2684
14,9,5,8,0,5,1,0.8888888888888888,0.0,0.4444444444444444,-0.20672455764868078,0.5714285714285714,0.6153846153846154,0.0,2685
30,9,21,9,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.1749635530559413,0.36666666666666664,0.32142857142857145,1.0,2686
36,13,23,11,2,21,2,0.8461538461538461,0.08695652173913043,0.4665551839464883,-0.10223260251369135,0.3611111111111111,0.34375,0.5,2687
22,10,12,10,0,12,0,1.0,0.0,0.5,,0.45454545454545453,0.45454545454545453,,2688
29,9,20,7,2,18,2,0.7777777777777778,0.1,0.4388888888888889,-0.16397831834998458,0.3103448275862069,0.28,0.5,2689
35,9,26,7,2,24,2,0.7777777777777778,0.07692307692307693,0.4273504273504274,-0.19959982020829828,0.2571428571428571,0.22580645161290322,0.5,2690
24,9,15,7,0,15,2,0.7777777777777778,0.0,0.3888888888888889,-0.3892494720807615,0.2916666666666667,0.3181818181818182,0.0,2691
24,9,15,9,0,15,0,1.0,0.0,0.5,,0.375,0.375,,2692
21,7,14,6,0,14,1,0.8571428571428571,0.0,0.42857142857142855,-0.31622776601683794,0.2857142857142857,0.3,0.0,2693
21,9,12,9,2,10,0,1.0,0.16666666666666666,0.5833333333333334,0.2809757434745082,0.5238095238095238,0.47368421052631576,1.0,2694
25,8,17,7,0,17,1,0.875,0.0,0.4375,-0.2975595178559521,0.28,0.2916666666666667,0.0,2695
30,7,23,6,2,21,1,0.8571428571428571,0.08695652173913043,0.4720496894409938,-0.07881104062391008,0.26666666666666666,0.2222222222222222,0.6666666666666666,2696
27,10,17,9,2,15,1,0.9,0.11764705882352941,0.5088235294117647,0.02711630722733202,0.4074074074074074,0.375,0.6666666666666666,2697
45,7,38,7,8,30,0,1.0,0.21052631578947367,0.6052631578947368,0.19957280122100235,0.3333333333333333,0.1891891891891892,1.0,2698
34,11,23,9,4,19,2,0.8181818181818182,0.17391304347826086,0.49604743083003955,-0.00970096849602985,0.38235294117647056,0.32142857142857145,0.6666666666666666,2699
40,9,31,8,4,27,1,0.8888888888888888,0.12903225806451613,0.5089605734767024,0.022628141110071023,0.3,0.22857142857142856,0.8,2700
32,12,20,11,4,16,1,0.9166666666666666,0.2,0.5583333333333333,0.15555555555555556,0.46875,0.4074074074074074,0.8,2701
29,10,19,10,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19744962591969745,0.41379310344827586,0.37037037037037035,1.0,2702
19,7,12,5,0,12,2,0.7142857142857143,0.0,0.35714285714285715,-0.44908871313907184,0.2631578947368421,0.29411764705882354,0.0,2703
44,11,33,10,2,31,1,0.9090909090909091,0.06060606060606061,0.48484848484848486,-0.052057920629535355,0.2727272727272727,0.24390243902439024,0.6666666666666666,2704
16,8,8,7,0,8,1,0.875,0.0,0.4375,-0.2581988897471611,0.4375,0.4666666666666667,0.0,2705
24,7,17,6,0,17,1,0.8571428571428571,0.0,0.42857142857142855,-0.32494624495722557,0.25,0.2608695652173913,0.0,2706
21,8,13,7,2,11,1,0.875,0.15384615384615385,0.5144230769230769,0.04003203845127179,0.42857142857142855,0.3888888888888889,0.6666666666666666,2707
35,11,24,10,2,22,1,0.9090909090909091,0.08333333333333333,0.4962121212121212,-0.012562972690740151,0.34285714285714286,0.3125,0.6666666666666666,2708
43,7,36,6,4,32,1,0.8571428571428571,0.1111111111111111,0.4841269841269841,-0.036560566473805456,0.23255813953488372,0.15789473684210525,0.8,2709
29,8,21,6,2,19,2,0.75,0.09523809523809523,0.4226190476190476,-0.2005943549507195,0.27586206896551724,0.24,0.5,2710
42,11,31,9,0,31,2,0.8181818181818182,0.0,0.4090909090909091,-0.3753785967647742,0.21428571428571427,0.225,0.0,2711
25,7,18,7,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.18389242812245682,0.36,0.30434782608695654,1.0,2712
24,8,16,8,2,14,0,1.0,0.125,0.5625,0.21320071635561041,0.4166666666666667,0.36363636363636365,1.0,2713
21,10,11,10,2,9,0,1.0,0.18181818181818182,0.5909090909090909,0.309344112444873,0.5714285714285714,0.5263157894736842,1.0,2714
32,9,23,7,4,19,2,0.7777777777777778,0.17391304347826086,0.4758454106280193,-0.05564838027451482,0.34375,0.2692307692307692,0.6666666666666666,2715
30,8,22,8,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.23652495839563303,0.4,0.3076923076923077,1.0,2716
25,8,17,7,0,17,1,0.875,0.0,0.4375,-0.2975595178559521,0.28,0.2916666666666667,0.0,2717
26,10,16,8,2,14,2,0.8,0.125,0.4625,-0.10112997936948631,0.38461538461538464,0.36363636363636365,0.5,2718
27,9,18,9,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.2,0.4074074074074074,0.36,1.0,2719
40,10,30,8,2,28,2,0.8,0.06666666666666667,0.43333333333333335,-0.19245008972987526,0.25,0.2222222222222222,0.5,2720
21,9,12,5,0,12,4,0.5555555555555556,0.0,0.2777777777777778,-0.560112033611204,0.23809523809523808,0.29411764705882354,0.0,2721
27,7,20,7,2,18,0,1.0,0.1,0.55,0.1673320053068151,0.3333333333333333,0.28,1.0,2722
37,7,30,6,4,26,1,0.8571428571428571,0.13333333333333333,0.4952380952380952,-0.01091089451179962,0.2702702702702703,0.1875,0.8,2723
30,8,22,6,0,22,2,0.75,0.0,0.375,-0.44320263021395917,0.2,0.21428571428571427,0.0,2724
39,11,28,10,6,22,1,0.9090909090909091,0.21428571428571427,0.5616883116883117,0.1446719146698785,0.41025641025641024,0.3125,0.8571428571428571,2725
36,11,25,10,6,19,1,0.9090909090909091,0.24,0.5745454545454545,0.17352797183309882,0.4444444444444444,0.3448275862068966,0.8571428571428571,2726
37,8,29,7,0,29,1,0.875,0.0,0.4375,-0.31732387941099616,0.1891891891891892,0.19444444444444445,0.0,2727
33,8,25,8,2,23,0,1.0,0.08,0.54,0.14368424162141993,0.30303030303030304,0.25806451612903225,1.0,2728
32,10,22,9,2,20,1,0.9,0.09090909090909091,0.4954545454545455,-0.014456362470655182,0.34375,0.3103448275862069,0.6666666666666666,2729
37,10,27,9,2,25,1,0.9,0.07407407407407407,0.48703703703703705,-0.042180922353627595,0.2972972972972973,0.2647058823529412,0.6666666666666666,2730
46,11,35,11,4,31,0,1.0,0.11428571428571428,0.5571428571428572,0.17300859166271382,0.32608695652173914,0.2619047619047619,1.0,2731
37,8,29,7,2,27,1,0.875,0.06896551724137931,0.47198275862068967,-0.08450828221750586,0.24324324324324326,0.20588235294117646,0.6666666666666666,2732
54,11,43,11,6,37,0,1.0,0.13953488372093023,0.5697674418604651,0.17882042440964765,0.3148148148148148,0.22916666666666666,1.0,2733
50,10,40,10,6,34,0,1.0,0.15,0.575,0.1846372364689991,0.32,0.22727272727272727,1.0,2734
24,9,15,8,0,15,1,0.8888888888888888,0.0,0.4444444444444444,-0.26919095102908275,0.3333333333333333,0.34782608695652173,0.0,2735
12,6,6,5,0,6,1,0.8333333333333334,0.0,0.4166666666666667,-0.30151134457776363,0.4166666666666667,0.45454545454545453,0.0,2736
30,5,25,5,2,23,0,1.0,0.08,0.54,0.11952286093343936,0.23333333333333334,0.17857142857142858,1.0,2737
27,7,20,7,0,20,0,1.0,0.0,0.5,,0.25925925925925924,0.25925925925925924,,2738
38,8,30,8,2,28,0,1.0,0.06666666666666667,0.5333333333333333,0.12171612389003691,0.2631578947368421,0.2222222222222222,1.0,2739
17,11,6,9,0,6,2,0.8181818181818182,0.0,0.4090909090909091,-0.26967994498529685,0.5294117647058824,0.6,0.0,2740
20,10,10,9,0,10,1,0.9,0.0,0.45,-0.22941573387056174,0.45,0.47368421052631576,0.0,2741
30,8,22,8,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16116459280507606,0.3333333333333333,0.2857142857142857,1.0,2742
36,9,27,9,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.14002800840280097,0.3055555555555556,0.2647058823529412,1.0,2743
39,12,27,11,6,21,1,0.9166666666666666,0.2222222222222222,0.5694444444444444,0.16703827619526523,0.4358974358974359,0.34375,0.8571428571428571,2744
37,11,26,11,2,24,0,1.0,0.07692307692307693,0.5384615384615384,0.1554857684028483,0.35135135135135137,0.3142857142857143,1.0,2745
37,8,29,7,6,23,1,0.875,0.20689655172413793,0.540948275862069,0.08607954468476404,0.35135135135135137,0.23333333333333334,0.8571428571428571,2746
30,6,24,6,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.1336306209562122,0.26666666666666666,0.21428571428571427,1.0,2747
28,7,21,6,0,21,1,0.8571428571428571,0.0,0.42857142857142855,-0.3333333333333333,0.21428571428571427,0.2222222222222222,0.0,2748
20,5,15,5,0,15,0,1.0,0.0,0.5,,0.25,0.25,,2749
23,10,13,6,0,13,4,0.6,0.0,0.3,-0.5231483637805969,0.2608695652173913,0.3157894736842105,0.0,2750
31,9,22,6,2,20,3,0.6666666666666666,0.09090909090909091,0.3787878787878788,-0.2991830368027063,0.25806451612903225,0.23076923076923078,0.4,2751
36,8,28,7,0,28,1,0.875,0.0,0.4375,-0.31622776601683794,0.19444444444444445,0.2,0.0,2752
26,11,15,8,0,15,3,0.7272727272727273,0.0,0.36363636363636365,-0.42174116783664994,0.3076923076923077,0.34782608695652173,0.0,2753
29,6,23,5,2,21,1,0.8333333333333334,0.08695652173913043,0.46014492753623193,-0.1060244041938107,0.2413793103448276,0.19230769230769232,0.6666666666666666,2754
27,8,19,6,2,17,2,0.75,0.10526315789473684,0.4276315789473684,-0.18604027516022806,0.2962962962962963,0.2608695652173913,0.5,2755
27,11,16,9,0,16,2,0.8181818181818182,0.0,0.4090909090909091,-0.34112114616897665,0.3333333333333333,0.36,0.0,2756
24,10,14,8,0,14,2,0.8,0.0,0.4,-0.3567530340063379,0.3333333333333333,0.36363636363636365,0.0,2757
22,6,16,6,2,14,0,1.0,0.125,0.5625,0.19364916731037085,0.36363636363636365,0.3,1.0,2758
35,9,26,8,4,22,1,0.8888888888888888,0.15384615384615385,0.5213675213675213,0.05337605126836238,0.34285714285714286,0.26666666666666666,0.8,2759
28,11,17,10,2,15,1,0.9090909090909091,0.11764705882352941,0.5133689839572192,0.04222003309207491,0.42857142857142855,0.4,0.6666666666666666,2760
38,8,30,8,6,24,0,1.0,0.2,0.6,0.22360679774997896,0.3684210526315789,0.25,1.0,2761
16,9,7,6,0,7,3,0.6666666666666666,0.0,0.3333333333333333,-0.4236592728681617,0.375,0.46153846153846156,0.0,2762
30,7,23,6,4,19,1,0.8571428571428571,0.17391304347826086,0.515527950310559,0.03524536884251207,0.3333333333333333,0.24,0.8,2763
33,9,24,8,0,24,1,0.8888888888888888,0.0,0.4444444444444444,-0.28867513459481287,0.24242424242424243,0.25,0.0,2764
44,10,34,9,2,32,1,0.9,0.058823529411764705,0.47941176470588237,-0.06845986232735529,0.25,0.21951219512195122,0.6666666666666666,2765
30,9,21,9,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.1749635530559413,0.36666666666666664,0.32142857142857145,1.0,2766
21,11,10,11,2,8,0,1.0,0.2,0.6,0.3402785236893603,0.6190476190476191,0.5789473684210527,1.0,2767
33,10,23,10,4,19,0,1.0,0.17391304347826086,0.5869565217391304,0.24488775998915044,0.42424242424242425,0.3448275862068966,1.0,2768
19,7,12,5,0,12,2,0.7142857142857143,0.0,0.35714285714285715,-0.44908871313907184,0.2631578947368421,0.29411764705882354,0.0,2769
